Litter ID,Species,Replicate,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
H15SP(s)1,Salix pulchra,1,Stem,Herschel island,Herschel island,0.531,21/08/15,08/08/17,2.645,0.384,2.254,0.391,28%,26%,0.27
H15SP(s)2,Salix pulchra,1,Stem,Herschel island,Herschel island,0.538,21/08/15,08/08/17,2.66,0.406,2.247,0.413,25%,23%,0.24
H15SP(s)3,Salix pulchra,1,Stem,Herschel island,Herschel island,0.537,21/08/15,08/08/17,3.034,0.4,2.618,0.416,26%,23%,0.24
H15SP(s)4,Salix pulchra,1,Stem,Herschel island,Herschel island,0.478,21/08/15,08/08/17,2.715,0.338,2.364,0.351,29%,27%,0.28
H15SP(s)5,Salix pulchra,1,Stem,Herschel island,Herschel island,0.529,21/08/15,08/08/17,2.726,0.384,2.333,0.393,27%,26%,0.27
H15SP(s)6,Salix pulchra,2,Stem,Herschel island,Herschel island,0.537,21/08/15,08/08/17,2.508,0.435,2.066,0.442,19%,18%,0.18
H15SP(s)7,Salix pulchra,2,Stem,Herschel island,Herschel island,0.481,21/08/15,08/08/17,2.545,0.358,2.182,0.363,26%,25%,0.25
H15SP(s)8,Salix pulchra,2,Stem,Herschel island,Herschel island,0.541,21/08/15,08/08/17,2.92,0.398,2.516,0.404,26%,25%,0.26
H15SP(s)9,Salix pulchra,2,Stem,Herschel island,Herschel island,0.492,21/08/15,08/08/17,2.796,0.388,2.397,0.399,21%,19%,0.2
H15SP(s)10,Salix pulchra,2,Stem,Herschel island,Herschel island,0.526,21/08/15,08/08/17,2.679,0.443,2.234,0.445,16%,15%,0.16
H15SP(s)11,Salix pulchra,1,Stem,Herschel island,Herschel island,0.495,21/08/15,12/08/16,2.555,0.401,2.142,0.413,0.19,0.17,0.18
H15SP(s)12,Salix pulchra,1,Stem,Herschel island,Herschel island,0.498,21/08/15,12/08/16,3.014,0.415,2.587,0.427,0.17,0.14,0.15
H15SP(s)13,Salix pulchra,1,Stem,Herschel island,Herschel island,0.511,21/08/15,12/08/16,2.673,0.398,2.25,0.423,0.22,0.17,0.2
H15SP(s)14,Salix pulchra,1,Stem,Herschel island,Herschel island,0.54,21/08/15,12/08/16,2.72,0.452,2.257,0.463,0.16,0.14,0.15
H15SP(s)15,Salix pulchra,1,Stem,Herschel island,Herschel island,0.499,21/08/15,12/08/16,2.729,0.445,2.272,0.457,0.11,0.08,0.1
H15SP(s)16,Salix pulchra,2,Stem,Herschel island,Herschel island,0.497,21/08/15,12/08/16,2.985,0.439,2.536,0.449,0.12,0.1,0.11
H15SP(s)17,Salix pulchra,2,Stem,Herschel island,Herschel island,0.493,21/08/15,12/08/16,3.09,0.446,2.633,0.457,0.1,0.07,0.08
H15SP(s)18,Salix pulchra,2,Stem,Herschel island,Herschel island,0.46,21/08/15,12/08/16,3.181,0.418,2.734,0.447,0.09,0.03,0.06
H15SP(s)19,Salix pulchra,2,Stem,Herschel island,Herschel island,0.534,21/08/15,12/08/16,2.995,0.479,2.508,0.487,0.1,0.09,0.1
H15SP(s)20,Salix pulchra,2,Stem,Herschel island,Herschel island,0.518,21/08/15,12/08/16,2.918,0.453,2.454,0.464,0.13,0.1,0.11
H15SA(f)1,Salix arctica,1,Flower,Herschel island,Herschel island,0.478,21/08/15,08/08/17,2.768,0.369,2.364,0.404,23%,15%,0.19
H15SA(f)2,Salix arctica,1,Flower,Herschel island,Herschel island,0.483,21/08/15,08/08/17,3.034,0.4,2.607,0.427,17%,12%,0.14
H15SA(f)3,Salix arctica,1,Flower,Herschel island,Herschel island,0.514,21/08/15,08/08/17,2.78,0.363,2.391,0.389,29%,24%,0.27
H15SA(f)4,Salix arctica,1,Flower,Herschel island,Herschel island,0.522,21/08/15,08/08/17,2.754,0.347,2.392,0.362,34%,31%,0.32
H15SA(f)5,Salix arctica,1,Flower,Herschel island,Herschel island,0.487,21/08/15,08/08/17,2.716,0.341,2.361,0.355,30%,27%,0.29
H15SA(f)6,Salix arctica,2,Flower,Herschel island,Herschel island,0.48,21/08/15,08/08/17,2.625,0.34,2.272,0.353,29%,26%,0.28
H15SA(f)7,Salix arctica,2,Flower,Herschel island,Herschel island,0.468,21/08/15,08/08/17,2.601,0.272,2.323,0.278,42%,41%,0.41
H15SA(f)8,Salix arctica,2,Flower,Herschel island,Herschel island,0.515,21/08/15,08/08/17,3.187,0.363,2.822,0.365,30%,29%,0.29
H15SA(f)9,Salix arctica,2,Flower,Herschel island,Herschel island,0.485,21/08/15,08/08/17,3.074,0.375,2.691,0.383,23%,21%,0.22
H15SA(f)10,Salix arctica,2,Flower,Herschel island,Herschel island,0.482,21/08/15,08/08/17,2.797,0.329,2.454,0.343,32%,29%,0.3
H15SA(f)11,Salix arctica,1,Flower,Herschel island,Herschel island,0.536,21/08/15,12/08/16,2.98,0.382,2.587,0.393,0.29,0.27,0.28
H15SA(f)12,Salix arctica,1,Flower,Herschel island,Herschel island,0.512,21/08/15,12/08/16,2.679,0.364,2.293,0.386,0.29,0.25,0.27
H15SA(f)13,Salix arctica,1,Flower,Herschel island,Herschel island,0.537,21/08/15,12/08/16,2.964,0.413,2.534,0.43,0.23,0.2,0.22
H15SA(f)14,Salix arctica,1,Flower,Herschel island,Herschel island,0.508,21/08/15,12/08/16,2.852,0.401,2.44,0.412,0.21,0.19,0.2
H15SA(f)15,Salix arctica,1,Flower,Herschel island,Herschel island,0.475,21/08/15,12/08/16,2.732,0.348,2.368,0.364,0.27,0.23,0.25
H15SA(f)16,Salix arctica,2,Flower,Herschel island,Herschel island,0.515,21/08/15,12/08/16,2.574,0.397,2.176,0.398,0.23,0.23,0.23
H15SA(f)17,Salix arctica,2,Flower,Herschel island,Herschel island,0.533,21/08/15,12/08/16,2.743,0.358,2.366,0.377,0.33,0.29,0.31
H15SA(f)18,Salix arctica,2,Flower,Herschel island,Herschel island,0.534,21/08/15,12/08/16,2.505,0.346,2.153,0.352,0.35,0.34,0.35
H15SA(f)19,Salix arctica,2,Flower,Herschel island,Herschel island,0.482,21/08/15,12/08/16,2.738,0.341,2.387,0.351,0.29,0.27,0.28
H15SA(f)20,Salix arctica,2,Flower,Herschel island,Herschel island,0.525,21/08/15,12/08/16,2.604,0.38,2.218,0.386,0.28,0.26,0.27
H15BN(s)1,Betula nana,1,Stem,Herschel island,Herschel island,0.498,21/08/15,08/08/17,2.949,0.435,2.504,0.445,13%,11%,0.12
H15BN(s)2,Betula nana,1,Stem,Herschel island,Herschel island,0.492,21/08/15,08/08/17,2.859,0.433,2.419,0.44,12%,11%,0.11
H15BN(s)3,Betula nana,1,Stem,Herschel island,Herschel island,0.543,21/08/15,08/08/17,2.919,0.456,2.454,0.465,16%,14%,0.15
H15BN(s)4,Betula nana,1,Stem,Herschel island,Herschel island,0.528,21/08/15,08/08/17,2.876,0.423,2.446,0.43,20%,19%,0.19
H15BN(s)5,Betula nana,1,Stem,Herschel island,Herschel island,0.469,21/08/15,08/08/17,2.769,0.393,2.373,0.396,16%,16%,0.16
H15BN(s)6,Betula nana,2,Stem,Herschel island,Herschel island,0.541,21/08/15,08/08/17,2.75,0.383,2.361,0.389,29%,28%,0.29
H15BN(s)7,Betula nana,2,Stem,Herschel island,Herschel island,0.502,21/08/15,08/08/17,2.691,0.397,2.278,0.413,21%,18%,0.19
H15BN(s)8,Betula nana,2,Stem,Herschel island,Herschel island,0.503,21/08/15,08/08/17,2.711,0.408,2.295,0.416,19%,17%,0.18
H15BN(s)9,Betula nana,2,Stem,Herschel island,Herschel island,0.468,21/08/15,08/08/17,2.778,0.37,2.393,0.385,21%,18%,0.19
H15BN(s)10,Betula nana,2,Stem,Herschel island,Herschel island,0.489,21/08/15,08/08/17,2.789,0.378,2.399,0.39,23%,20%,0.21
H15BN(s)11,Betula nana,1,Stem,Herschel island,Herschel island,0.545,21/08/15,12/08/16,2.915,0.508,2.404,0.511,0.07,0.06,0.07
H15BN(s)12,Betula nana,1,Stem,Herschel island,Herschel island,0.542,21/08/15,12/08/16,2.858,0.461,2.352,0.506,0.15,0.07,0.11
H15BN(s)13,Betula nana,1,Stem,Herschel island,Herschel island,0.531,21/08/15,12/08/16,2.722,0.432,2.276,0.446,0.19,0.16,0.17
H15BN(s)14,Betula nana,1,Stem,Herschel island,Herschel island,0.496,21/08/15,12/08/16,2.819,0.468,2.374,0.445,0.06,0.1,0.08
H15BN(s)15,Betula nana,1,Stem,Herschel island,Herschel island,0.529,21/08/15,12/08/16,2.986,0.465,2.501,0.485,0.12,0.08,0.1
H15BN(s)16,Betula nana,2,Stem,Herschel island,Herschel island,0.486,21/08/15,12/08/16,2.767,0.423,2.347,0.42,0.13,0.14,0.13
H15BN(s)17,Betula nana,2,Stem,Herschel island,Herschel island,0.491,21/08/15,12/08/16,2.652,0.407,2.246,0.406,0.17,0.17,0.17
H15BN(s)18,Betula nana,2,Stem,Herschel island,Herschel island,0.526,21/08/15,12/08/16,2.904,0.46,2.451,0.453,0.13,0.14,0.13
H15BN(s)19,Betula nana,2,Stem,Herschel island,Herschel island,0.47,21/08/15,12/08/16,2.767,0.416,2.349,0.418,0.11,0.11,0.11
H15BN(s)20,Betula nana,2,Stem,Herschel island,Herschel island,0.548,21/08/15,12/08/16,3.009,0.47,2.538,0.471,0.14,0.14,0.14
H15LA(f)1,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.479,21/08/15,08/08/17,2.626,0.202,2.415,0.211,58%,56%,0.57
H15LA(f)2,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.485,21/08/15,08/08/17,2.572,0.141,2.424,0.148,71%,69%,0.7
H15LA(f)3,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.512,21/08/15,08/08/17,2.572,0.196,2.371,0.201,62%,61%,0.61
H15LA(f)4,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.482,21/08/15,08/08/17,2.533,0.225,2.302,0.231,53%,52%,0.53
H15LA(f)5,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.488,21/08/15,08/08/17,2.734,0.193,2.529,0.205,60%,58%,0.59
H15LA(f)6,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.507,21/08/15,08/08/17,2.494,0.171,2.322,0.172,66%,66%,0.66
H15LA(f)7,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.483,21/08/15,08/08/17,2.57,0.183,2.38,0.19,62%,61%,0.61
H15LA(f)8,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.499,21/08/15,08/08/17,2.715,0.247,2.464,0.251,51%,50%,0.5
H15LA(f)9,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.496,21/08/15,08/08/17,2.476,0.232,2.236,0.24,53%,52%,0.52
H15LA(f)10,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.488,21/08/15,08/08/17,2.685,0.188,2.488,0.197,61%,60%,0.61
H15LA(f)11,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.491,21/08/15,12/08/16,2.706,0.275,2.409,0.297,0.44,0.4,0.42
H15LA(f)12,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.502,21/08/15,12/08/16,2.658,0.287,2.36,0.298,0.43,0.41,0.42
H15LA(f)13,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.528,21/08/15,12/08/16,2.895,0.316,2.585,0.31,0.4,0.41,0.41
H15LA(f)14,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.516,21/08/15,12/08/16,2.663,0.274,2.389,0.274,0.47,0.47,0.47
H15LA(f)15,Lupinus arcticus,1,Flower,Herschel island,Herschel island,0.524,21/08/15,12/08/16,2.671,0.277,2.395,0.276,0.47,0.47,0.47
H15LA(f)16,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.505,21/08/15,12/08/16,2.545,0.202,2.337,0.208,0.6,0.59,0.59
H15LA(f)17,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.51,21/08/15,12/08/16,2.558,0.215,2.337,0.221,0.58,0.57,0.57
H15LA(f)18,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.52,21/08/15,12/08/16,2.695,0.235,2.455,0.24,0.55,0.54,0.54
H15LA(f)19,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.51,21/08/15,12/08/16,2.736,0.246,2.492,0.244,0.52,0.52,0.52
H15LA(f)20,Lupinus arcticus,2,Flower,Herschel island,Herschel island,0.473,21/08/15,12/08/16,2.636,0.249,2.38,0.256,0.47,0.46,0.47
H15CC1,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.518,21/08/15,08/08/17,4.491,0.175,4.31,0.181,66%,65%,0.66
H15CC2,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.519,21/08/15,08/08/17,4.256,0.141,4.113,0.143,73%,72%,0.73
H15CC3,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.501,21/08/15,08/08/17,4.279,0.172,4.095,0.184,66%,63%,0.64
H15CC4,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.5,21/08/15,08/08/17,4.321,0.163,4.145,0.176,67%,65%,0.66
H15CC5,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.505,21/08/15,08/08/17,4.309,0.17,4.131,0.178,66%,65%,0.66
H15CC6,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.537,21/08/15,08/08/17,4.309,0.227,4.07,0.239,58%,55%,0.57
H15CC7,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.478,21/08/15,08/08/17,4.238,0.228,4.002,0.236,52%,51%,0.51
H15CC8,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.538,21/08/15,08/08/17,4.354,0.216,4.126,0.228,60%,58%,0.59
H15CC9,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.512,21/08/15,08/08/17,4.537,0.221,4.305,0.232,57%,55%,0.56
H15CC10,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.493,21/08/15,08/08/17,4.287,0.211,4.067,0.22,57%,55%,0.56
H15CC11,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.516,21/08/15,12/08/16,4.444,0.319,4.111,0.333,0.38,0.35,0.37
H15CC12,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.54,21/08/15,12/08/16,4.439,0.369,4.058,0.381,0.32,0.29,0.31
H15CC13,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.514,21/08/15,12/08/16,4.484,0.329,4.149,0.335,0.36,0.35,0.35
H15CC14,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.479,21/08/15,12/08/16,4.382,0.306,4.043,0.339,0.36,0.29,0.33
H15CC15,Cetraria cucculata,1,Leaf,Herschel island,Herschel island,0.539,21/08/15,12/08/16,4.421,0.339,4.023,0.398,0.37,0.26,0.32
H15CC16,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.503,21/08/15,12/08/16,4.393,0.297,4.078,0.315,0.41,0.37,0.39
H15CC17,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.476,21/08/15,12/08/16,4.354,0.235,4.109,0.245,0.51,0.49,0.5
H15CC18,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.54,21/08/15,12/08/16,4.455,0.358,4.077,0.378,0.34,0.3,0.32
H15CC19,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.486,21/08/15,12/08/16,4.629,0.283,4.328,0.301,0.42,0.38,0.4
H15CC20,Cetraria cucculata,2,Leaf,Herschel island,Herschel island,0.544,21/08/15,12/08/16,4.306,0.323,3.962,0.344,0.41,0.37,0.39
H15EQ1,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.487,21/08/15,08/08/17,4.955,0.127,4.811,0.144,74%,70%,0.72
H15EQ2,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.487,21/08/15,08/08/17,4.113,0.19,3.902,0.211,61%,57%,0.59
H15EQ3,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.51,21/08/15,08/08/17,4.213,0.218,3.984,0.229,57%,55%,0.56
H15EQ4,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.469,21/08/15,08/08/17,4.615,0.185,4.414,0.201,61%,57%,0.59
H15EQ5,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.513,21/08/15,08/08/17,4.732,0.218,4.502,0.23,58%,55%,0.56
H15EQ6,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.494,21/08/15,08/08/17,4.531,0.181,4.336,0.195,63%,61%,0.62
H15EQ7,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.473,21/08/15,08/08/17,4.558,0.16,4.374,0.184,66%,61%,0.64
H15EQ8,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.512,21/08/15,08/08/17,4.332,0.179,4.137,0.195,65%,62%,0.63
H15EQ9,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.504,21/08/15,08/08/17,4.317,0.218,4.092,0.225,57%,55%,0.56
H15EQ10,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.479,21/08/15,08/08/17,4.003,0.212,3.784,0.219,56%,54%,0.55
H15EQ11,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.547,21/08/15,12/08/16,4.211,0.269,3.865,0.346,0.51,0.37,0.44
H15EQ12,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.498,21/08/15,12/08/16,4.541,0.263,4.212,0.329,0.47,0.34,0.41
H15EQ13,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.539,21/08/15,12/08/16,4.55,0.248,4.245,0.305,0.54,0.43,0.49
H15EQ14,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.522,21/08/15,12/08/16,4.434,0.244,4.139,0.295,0.53,0.43,0.48
H15EQ15,Equisetum avense,1,Leaf,Herschel island,Herschel island,0.524,21/08/15,12/08/16,4.955,0.311,4.604,0.351,0.41,0.33,0.37
H15EQ16,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.496,21/08/15,12/08/16,4.348,0.209,4.044,0.304,0.58,0.39,0.48
H15EQ17,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.523,21/08/15,12/08/16,5.294,0.247,4.904,0.39,0.53,0.25,0.39
H15EQ18,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.478,21/08/15,12/08/16,5.056,0.274,4.658,0.398,0.43,0.17,0.3
H15EQ19,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.532,21/08/15,12/08/16,4.058,0.249,3.735,0.323,0.53,0.39,0.46
H15EQ20,Equisetum avense,2,Leaf,Herschel island,Herschel island,0.498,21/08/15,12/08/16,3.815,0.173,3.564,0.251,0.65,0.5,0.57
H15EA(l)1,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.516,21/08/15,08/08/17,4.392,0.302,4.051,0.341,41%,34%,0.38
H15EA(l)2,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.471,21/08/15,08/08/17,5.586,0.285,5.295,0.291,39%,38%,0.39
H15EA(l)3,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.505,21/08/15,08/08/17,4.524,0.266,4.239,0.285,47%,44%,0.45
H15EA(l)4,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.477,21/08/15,08/08/17,4.464,0.247,4.199,0.265,48%,44%,0.46
H15EA(l)5,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.466,21/08/15,08/08/17,4.605,0.256,4.339,0.266,45%,43%,0.44
H15EA(l)6,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.486,21/08/15,08/08/17,4.575,0.311,4.256,0.319,36%,34%,0.35
H15EA(l)7,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.514,21/08/15,08/08/17,4.521,0.311,4.19,0.331,39%,36%,0.38
H15EA(l)8,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.537,21/08/15,08/08/17,5.563,0.334,5.214,0.349,38%,35%,0.36
H15EA(l)9,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.499,21/08/15,08/08/17,5.297,0.28,5.006,0.291,44%,42%,0.43
H15EA(l)10,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.499,21/08/15,08/08/17,4.408,0.253,4.135,0.273,49%,45%,0.47
H15EA(l)11,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.493,21/08/15,12/08/16,3.968,0.275,3.652,0.316,0.44,0.36,0.4
H15EA(l)12,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.508,21/08/15,12/08/16,3.828,0.358,3.424,0.404,0.3,0.2,0.25
H15EA(l)13,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.532,21/08/15,12/08/16,3.601,0.38,3.196,0.405,0.29,0.24,0.26
H15EA(l)14,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.518,21/08/15,12/08/16,5.092,0.342,4.733,0.359,0.34,0.31,0.32
H15EA(l)15,Eriophorum angustifolium,1,Leaf,Herschel island,Herschel island,0.496,21/08/15,12/08/16,4.288,0.324,3.963,0.325,0.35,0.34,0.35
H15EA(l)16,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.473,21/08/15,12/08/16,4.567,0.361,4.179,0.388,0.24,0.18,0.21
H15EA(l)17,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.482,21/08/15,12/08/16,4.207,0.335,3.825,0.382,0.3,0.21,0.26
H15EA(l)18,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.538,21/08/15,12/08/16,4.356,0.325,3.981,0.375,0.4,0.3,0.35
H15EA(l)19,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.527,21/08/15,12/08/16,4.829,0.341,4.451,0.378,0.35,0.28,0.32
H15EA(l)20,Eriophorum angustifolium,2,Leaf,Herschel island,Herschel island,0.482,21/08/15,12/08/16,4.15,0.296,3.829,0.321,0.39,0.33,0.36
H15SA(l)1,Salix arctica,1,Leaf,Herschel island,Herschel island,0.541,21/08/15,08/08/17,4.595,0.441,4.152,0.443,18%,18%,0.18
H15SA(l)2,Salix arctica,1,Leaf,Herschel island,Herschel island,0.491,21/08/15,08/08/17,4.608,0.402,4.186,0.422,18%,14%,0.16
H15SA(l)3,Salix arctica,1,Leaf,Herschel island,Herschel island,0.509,21/08/15,08/08/17,4.632,0.427,4.21,0.422,16%,17%,0.17
H15SA(l)4,Salix arctica,1,Leaf,Herschel island,Herschel island,0.495,21/08/15,08/08/17,4.5,0.37,4.124,0.376,25%,24%,0.25
H15SA(l)5,Salix arctica,1,Leaf,Herschel island,Herschel island,0.47,21/08/15,08/08/17,4.534,0.376,4.147,0.387,20%,18%,0.19
H15SA(l)6,Salix arctica,2,Leaf,Herschel island,Herschel island,0.513,21/08/15,08/08/17,4.652,0.436,4.211,0.441,15%,14%,0.15
H15SA(l)7,Salix arctica,2,Leaf,Herschel island,Herschel island,0.487,21/08/15,08/08/17,4.452,0.315,4.127,0.325,35%,33%,0.34
H15SA(l)8,Salix arctica,2,Leaf,Herschel island,Herschel island,0.522,21/08/15,08/08/17,4.644,0.418,4.219,0.425,20%,19%,0.19
H15SA(l)9,Salix arctica,2,Leaf,Herschel island,Herschel island,0.509,21/08/15,08/08/17,4.628,0.422,4.193,0.435,17%,15%,0.16
H15SA(l)10,Salix arctica,2,Leaf,Herschel island,Herschel island,0.498,21/08/15,08/08/17,4.619,0.395,4.219,0.4,21%,20%,0.2
H15SA(l)11,Salix arctica,1,Leaf,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.751,0.429,4.317,0.434,0.15,0.14,0.14
H15SA(l)12,Salix arctica,1,Leaf,Herschel island,Herschel island,0.513,21/08/15,12/08/16,4.658,0.422,4.222,0.436,0.18,0.15,0.16
H15SA(l)13,Salix arctica,1,Leaf,Herschel island,Herschel island,0.532,21/08/15,12/08/16,4.655,0.461,4.165,0.49,0.13,0.08,0.11
H15SA(l)14,Salix arctica,1,Leaf,Herschel island,Herschel island,0.509,21/08/15,12/08/16,4.582,0.369,4.195,0.387,0.28,0.24,0.26
H15SA(l)15,Salix arctica,1,Leaf,Herschel island,Herschel island,0.521,21/08/15,12/08/16,4.582,0.401,4.154,0.428,0.23,0.18,0.2
H15SA(l)16,Salix arctica,2,Leaf,Herschel island,Herschel island,0.507,21/08/15,12/08/16,4.683,0.429,4.233,0.45,0.15,0.11,0.13
H15SA(l)17,Salix arctica,2,Leaf,Herschel island,Herschel island,0.492,21/08/15,12/08/16,4.579,0.389,4.179,0.4,0.21,0.19,0.2
H15SA(l)18,Salix arctica,2,Leaf,Herschel island,Herschel island,0.493,21/08/15,12/08/16,4.495,0.358,4.119,0.376,0.27,0.24,0.26
H15SA(l)19,Salix arctica,2,Leaf,Herschel island,Herschel island,0.497,21/08/15,12/08/16,4.572,0.368,4.204,0.368,0.26,0.26,0.26
H15SA(l)20,Salix arctica,2,Leaf,Herschel island,Herschel island,0.536,21/08/15,12/08/16,3.58,0.424,3.142,0.438,0.21,0.18,0.2
H15AA(f)1,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.539,21/08/15,08/08/17,4.261,0.208,4.026,0.235,61%,56%,0.59
H15AA(f)2,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.488,21/08/15,08/08/17,4.33,0.176,4.143,0.187,64%,62%,0.63
H15AA(f)3,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.496,21/08/15,08/08/17,4.349,0.256,4.074,0.275,48%,45%,0.46
H15AA(f)4,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.495,21/08/15,08/08/17,4.552,0.15,4.391,0.161,70%,67%,0.69
H15AA(f)5,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.535,21/08/15,08/08/17,4.885,0.285,4.565,0.32,47%,40%,0.43
H15AA(f)6,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.488,21/08/15,08/08/17,4.931,0.297,4.597,0.334,39%,32%,0.35
H15AA(f)7,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.538,21/08/15,08/08/17,4.756,0.318,4.408,0.348,41%,35%,0.38
H15AA(f)8,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.536,21/08/15,08/08/17,4.605,0.326,4.259,0.346,39%,35%,0.37
H15AA(f)9,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.506,21/08/15,08/08/17,4.598,0.298,4.279,0.319,41%,37%,0.39
H15AA(f)10,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.472,21/08/15,08/08/17,4.714,0.293,4.394,0.32,38%,32%,0.35
H15AA(f)11,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.506,21/08/15,12/08/16,4.636,0.305,4.293,0.343,0.4,0.32,0.36
H15AA(f)12,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.502,21/08/15,12/08/16,4.522,0.269,4.22,0.302,0.46,0.4,0.43
H15AA(f)13,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.538,21/08/15,12/08/16,4.515,0.346,4.133,0.382,0.36,0.29,0.32
H15AA(f)14,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.499,21/08/15,12/08/16,4.504,0.303,4.171,0.333,0.39,0.33,0.36
H15AA(f)15,Alopecurus alpinus,1,Flower,Herschel island,Herschel island,0.536,21/08/15,12/08/16,4.528,0.33,4.194,0.334,0.38,0.38,0.38
H15AA(f)16,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.51,21/08/15,12/08/16,4.646,0.351,4.288,0.358,0.31,0.3,0.3
